region,annotation,x,y,cell_name,SampleSize,KCNQ3_GSS
Subi,Unknown,836.065179477964,17247.6588560785,Cell_46149,1002081,0.0
Cortex,Glu Neu,5065.15282401705,11015.2822873203,Cell_4615,1002081,0.0
Subi,Glu Neu,1553.31438011627,17578.804721497,Cell_46150,1002081,1.91015625
Subi,GABA Neu,1887.88900014144,17734.4479790927,Cell_46151,1002081,0.0
FT,Olig,2268.44475267595,17900.1776361034,Cell_46152,1002081,0.0
Cortex,Astr,2885.70772085001,18185.4677132546,Cell_46153,1002081,2.01171875
Cortex,Glu Neu,2942.5556922771,18212.6395395573,Cell_46154,1002081,1.8671875
Cortex,Astr,4520.10336291027,18937.2362183241,Cell_46155,1002081,0.0
Midb,Glu Neu,-1295.04263270721,16269.1878586324,Cell_46156,1002081,0.0
Midb,Unknown,-892.862900548484,16452.5357875564,Cell_46157,1002081,0.0
Subi,Glu Neu,676.087207535184,17174.289594851,Cell_46158,1002081,2.365234375
Subi,Astr,808.529784474921,17240.5313023589,Cell_46159,1002081,0.0
Cortex,Unknown,5851.18252505137,11369.1711245162,Cell_4616,1002081,0.0
FT,Olig,2511.28905612878,18015.9517449556,Cell_46160,1002081,0.0
Cortex,Olig,3162.94227450085,18312.6133079955,Cell_46161,1002081,1.9228515625
Cortex,Astr,3355.79346172156,18405.4595227141,Cell_46162,1002081,1.8203125
Subi,Glu Neu,985.436459003912,17324.964876884,Cell_46163,1002081,1.7587890625
Subi,Astr,1221.61710562975,17428.8816809121,Cell_46164,1002081,0.0
Subi,Unknown,1499.61017674063,17551.9745418519,Cell_46165,1002081,1.896484375
Cortex,Glu Neu,2756.86025683063,18132.976466215,Cell_46166,1002081,0.0
Cortex,Glu Neu,3772.51664587509,18595.477384477,Cell_46167,1002081,2.267578125
Cortex,Glu Neu,4135.30367820665,18778.3614165084,Cell_46168,1002081,1.9541015625
Midb,GABA Neu,-592.944953234119,16602.1861296166,Cell_46169,1002081,0.0
Cortex,Glu Neu,6644.00909416909,11732.2279813597,Cell_4617,1002081,1.841796875
SL/R CA1,Mic,234.480301482823,16976.159989474,Cell_46170,1002081,0.0
Subi,Glu Neu,2042.18750515172,17798.6116086003,Cell_46171,1002081,0.0
FT,Olig,2419.70918784606,17980.5522008156,Cell_46172,1002081,0.0
Cortex,Glu Neu,3690.17688337876,18568.7161529648,Cell_46173,1002081,2.630859375
Cortex,Unknown,3919.76909732242,18663.0104544705,Cell_46174,1002081,1.7548828125
Cortex,GABA Neu,3975.78332714465,18692.0002122726,Cell_46175,1002081,2.359375
Midb,Glu Neu,-1124.42349428113,16352.9381398423,Cell_46177,1002081,0.0
Midb,Olig,-459.060565519114,16658.0875672205,Cell_46178,1002081,0.0
Subi,GABA Neu,931.581807338644,17293.6650926354,Cell_46179,1002081,2.021484375
Ependymal,Epe,1450.78617275911,17550.4857049864,Cell_46181,1002081,0.0
FT,Unknown,2595.13957753332,18061.0082656844,Cell_46182,1002081,0.0
Cortex,Glu Neu,3508.30850929896,18483.1071901772,Cell_46183,1002081,2.00390625
Cortex,Astr,4653.48937966616,19018.2125761948,Cell_46184,1002081,0.0
Meni,Meninge,4679.32281739301,19014.6582133528,Cell_46185,1002081,0.0
Midb,Unknown,-336.350189313005,16714.3651255484,Cell_46186,1002081,0.0
Midb,Astr,-296.847791274555,16731.3816043032,Cell_46187,1002081,0.0
Ependymal,Epe,46.8164862473677,16891.1935699232,Cell_46188,1002081,0.0
Subi,GABA Neu,1773.96110884094,17699.8006764008,Cell_46189,1002081,1.875
Subi,Unknown,1925.15659587811,17751.5396819923,Cell_46190,1002081,1.9404296875
Cortex,Astr,2976.41309744952,18234.7681661526,Cell_46191,1002081,2.095703125
Cortex,Astr,4304.14563521173,18849.1949788549,Cell_46192,1002081,0.0
Midb,Glu Neu,-1202.86097126597,16322.4658211866,Cell_46193,1002081,0.0
Midb,GABA Neu,-1103.85892869622,16365.6699363496,Cell_46194,1002081,0.0
Midb,Astr,-1004.2143428896,16414.6694926683,Cell_46195,1002081,0.0
Subi,Astr,1976.13390200472,17777.1192492301,Cell_46196,1002081,0.0
FT,Olig,2612.56037506677,18073.3984155341,Cell_46197,1002081,0.0
Cortex,Glu Neu,2997.46975798168,18248.825799212,Cell_46198,1002081,1.994140625
Cortex,Glu Neu,3801.63802393115,18623.1350297151,Cell_46199,1002081,2.654296875
Ependymal,Epe,5980.73246241246,10059.997028481,Cell_462,1002081,0.0
Cortex,Glu Neu,4192.68449465934,18794.7761021046,Cell_46200,1002081,2.197265625
Cortex,Astr,4394.62533937679,18891.7910248475,Cell_46201,1002081,2.025390625
Midb,GABA Neu,-1156.77014054534,16349.1048024637,Cell_46202,1002081,0.0
Midb,Astr,-799.2049542655,16509.791259767,Cell_46203,1002081,1.8671875
Midb,Olig,-481.483812681719,16656.6050063669,Cell_46204,1002081,0.0
Ependymal,Epe,-46.5813135346953,16854.9602841783,Cell_46206,1002081,0.0
Subi,Glu Neu,1292.55090817086,17475.7153830619,Cell_46208,1002081,1.9765625
Cortex,Glu Neu,2561.24142228255,18050.9626163478,Cell_46209,1002081,1.962890625
CA1,Olig,2972.63844412065,10053.4108978265,Cell_4621,1002081,0.0
Cortex,Astr,2951.83027212995,18235.5956317455,Cell_46210,1002081,2.177734375
Cortex,Glu Neu,3037.8811217698,18266.2591487692,Cell_46211,1002081,1.9853515625
Cortex,Unknown,3229.25602414877,18355.1278538314,Cell_46212,1002081,1.91015625
Cortex,Unknown,3317.91779681448,18396.8901582192,Cell_46213,1002081,1.7705078125
Cortex,Glu Neu,3872.04525745855,18654.3251157525,Cell_46214,1002081,2.37109375
Cortex,SM,4035.16699745278,18728.0360236376,Cell_46215,1002081,1.734375
Cortex,Glu Neu,4165.56597045872,18786.7395826353,Cell_46216,1002081,1.896484375
Subi,Astr,-62.4506020815979,16848.7824462867,Cell_46218,1002081,0.0
Subi,Astr,1509.56804990871,17568.6430979372,Cell_46219,1002081,0.0
CA1,GABA Neu,3467.75835518066,10285.9840555036,Cell_4622,1002081,0.0
FT,Olig,2295.02415583909,17945.3720530981,Cell_46220,1002081,0.0
Cortex,Glu Neu,3195.39234296448,18359.3999840551,Cell_46221,1002081,0.0
Midb,Glu Neu,-1365.03927144405,16263.4895636642,Cell_46223,1002081,0.0
Midb,Olig,-532.727541321126,16636.4040094823,Cell_46224,1002081,1.7587890625
Midb,Olig,-238.222638426463,16771.4701494693,Cell_46225,1002081,0.0
Ependymal,Epe,-125.244462953981,16817.7835586173,Cell_46226,1002081,0.0
Subi,Astr,161.571843140853,16950.4236979346,Cell_46227,1002081,1.779296875
Subi,Olig,628.66426425058,17174.54346534,Cell_46228,1002081,0.0
Subi,Glu Neu,1346.48078398094,17509.2499696123,Cell_46229,1002081,2.0078125
CA1,GABA Neu,3806.16003657252,10435.6814236541,Cell_4623,1002081,0.0
Subi,Glu Neu,2017.98080055623,17810.6130857022,Cell_46230,1002081,1.9765625
FT,Olig,2471.8211321568,18013.2530457611,Cell_46231,1002081,0.0
Cortex,Glu Neu,3073.29003592878,18294.6000873225,Cell_46232,1002081,1.8671875
Cortex,Glu Neu,3140.55350140472,18325.4485267023,Cell_46233,1002081,2.6484375
Cortex,Glu Neu,3716.95376092176,18579.8964404856,Cell_46235,1002081,2.38671875
Cortex,Astr,4368.56622921549,18888.6409807841,Cell_46236,1002081,1.787109375
Midb,GABA Neu,-1225.28421842857,16320.983260333,Cell_46237,1002081,1.72265625
Midb,Glu Neu,-1074.73755064015,16393.3275815877,Cell_46238,1002081,0.0
Ependymal,Epe,-323.856617263883,16739.897666696,Cell_46239,1002081,0.0
FT,Olig,5188.69694182802,11069.7419141489,Cell_4624,1002081,0.0
Ependymal,Epe,115.5154864867,16938.1024962179,Cell_46240,1002081,0.0
Subi,Glu Neu,725.356280373731,17215.5880023461,Cell_46241,1002081,2.216796875
Subi,Unknown,952.481743569288,17329.6538779102,Cell_46242,1002081,0.0
Subi,Unknown,1197.48562517908,17443.1179603157,Cell_46243,1002081,1.7705078125
Cortex,Glu Neu,3991.0037964428,18718.7833658275,Cell_46244,1002081,2.283203125
Ependymal,Epe,-32.0786116182444,16873.7131942758,Cell_46246,1002081,0.0
Ependymal,Epe,57.8337734547531,16912.7486014145,Cell_46247,1002081,0.0
Subi,Glu Neu,554.204296922057,17142.5948618426,Cell_46248,1002081,2.19140625
Subi,Glu Neu,898.360669391225,17303.7326640147,Cell_46249,1002081,2.333984375
Cortex,Astr,5398.10071091085,11162.4784306561,Cell_4625,1002081,0.0
Subi,Glu Neu,1095.45578878104,17389.7240235383,Cell_46250,1002081,1.841796875
Subi,Ery,1403.59203991489,17544.2436039713,Cell_46251,1002081,0.0
Cortex,Astr,4278.08652505043,18846.0449347915,Cell_46252,1002081,0.0
Cortex,Astr,4628.30162318212,19014.362001783,Cell_46253,1002081,0.0
Midb,Olig,-1191.84368405858,16344.0208526779,Cell_46254,1002081,0.0
Ependymal,Epe,-157.099014270949,16815.2760577909,Cell_46255,1002081,0.0
Cortex,Glu Neu,3326.54983343046,18414.0508092517,Cell_46258,1002081,1.9228515625
Cortex,Olig,3443.31432019127,18466.501306213,Cell_46259,1002081,1.9677734375
Cortex,Glu Neu,6191.3958619307,11546.1029910904,Cell_4626,1002081,1.896484375
Cortex,Unknown,3611.39775973631,18541.3876023606,Cell_46260,1002081,0.0
Cortex,Glu Neu,3943.47115494691,18702.4846544544,Cell_46261,1002081,0.0
Cortex,End,4347.45158157175,18879.5074352031,Cell_46262,1002081,0.0
Cortex,Astr,4574.1021868533,18999.4063639953,Cell_46263,1002081,0.0
Midb,Glu Neu,-706.797620389806,16569.7736292265,Cell_46264,1002081,1.82421875
Ependymal,Epe,-268.184034099265,16772.0311925495,Cell_46265,1002081,0.0
Ependymal,Epe,-83.2471161128342,16855.746999693,Cell_46266,1002081,0.0
Subi,Glu Neu,2158.18719844062,17881.5155961816,Cell_46267,1002081,0.0
Cortex,Glu Neu,2707.08967502702,18129.9533573962,Cell_46268,1002081,1.9716796875
Cortex,Glu Neu,3247.54503735356,18380.0178517422,Cell_46269,1002081,1.82421875
Cortex,Glu Neu,6992.72753241987,11902.6090273241,Cell_4627,1002081,1.8291015625
Cortex,Unknown,4072.46906725592,18759.4455060976,Cell_46270,1002081,1.875
Cortex,Glu Neu,4248.80842269285,18840.3184417688,Cell_46272,1002081,2.177734375
Midb,Astr,-903.134222319581,16479.7295359018,Cell_46273,1002081,0.0
Midb,Olig,-368.737585655565,16722.6147654284,Cell_46274,1002081,0.0
Subi,Astr,440.658802357512,17092.7208138408,Cell_46275,1002081,1.8203125
Subi,Glu Neu,576.09469905907,17154.8345634027,Cell_46276,1002081,2.359375
Subi,Unknown,2120.91960270395,17864.423893282,Cell_46277,1002081,0.0
Cortex,Glu Neu,2800.82598346076,18176.2432534991,Cell_46278,1002081,1.849609375
Cortex,GABA Neu,2846.04859851005,18190.3823867152,Cell_46279,1002081,2.1015625
Cortex,Mic,7265.11636074307,12018.7310588457,Cell_4628,1002081,1.73828125
Cortex,Unknown,3011.36439072772,18276.1010477141,Cell_46280,1002081,1.9453125
Cortex,Glu Neu,3367.94538711307,18434.1358319131,Cell_46281,1002081,1.9765625
Cortex,Glu Neu,3915.3684408518,18691.7964618809,Cell_46282,1002081,2.19140625
Midb,Glu Neu,-1263.50152999326,16315.5576638895,Cell_46283,1002081,0.0
Midb,Olig,-1120.66069603791,16378.3170946943,Cell_46284,1002081,0.0
Midb,Olig,-844.618767682775,16503.2654992058,Cell_46285,1002081,0.0
SL/R CA1,Mic,221.331634173069,16997.6335208085,Cell_46286,1002081,0.0
Subi,Unknown,589.954857738643,17167.7920323445,Cell_46287,1002081,0.0
Subi,Glu Neu,1157.07426139095,17425.6846107585,Cell_46288,1002081,2.119140625
Subi,Astr,2041.156289167,17834.4436695736,Cell_46289,1002081,0.0
Cortex,Unknown,2686.63794565934,18120.5737643416,Cell_46290,1002081,1.962890625
Cortex,Olig,3407.18136263872,18456.5308810211,Cell_46291,1002081,1.9013671875
Midb,Olig,-972.974136754914,16452.1000887183,Cell_46293,1002081,0.0
Subi,GABA Neu,838.06175732154,17293.6807386662,Cell_46294,1002081,1.9365234375
Subi,Astr,874.802784044495,17295.1288254534,Cell_46295,1002081,1.7666015625
Subi,Glu Neu,919.64300235783,17324.4947039795,Cell_46296,1002081,1.990234375
Cortex,Glu Neu,2644.5590986615,18106.776277783,Cell_46297,1002081,1.791015625
Cortex,Glu Neu,3216.37377935182,18371.2228148128,Cell_46298,1002081,2.068359375
Midb,Olig,-638.057870072126,16604.5995782626,Cell_46299,1002081,0.0
Meni,Meninge,6563.15383551961,10320.5068059327,Cell_463,1002081,0.0
CA1,Astr,2676.54128216108,9924.21542313988,Cell_4630,1002081,0.0
Ependymal,Epe,29.6903092813009,16914.1433860995,Cell_46300,1002081,0.0
Ependymal,Epe,135.772879480466,16968.295840337,Cell_46301,1002081,0.0
Subi,Glu Neu,466.978059019737,17116.8930443698,Cell_46302,1002081,2.095703125
Subi,Glu Neu,1061.93375425436,17390.8523857106,Cell_46303,1002081,1.8623046875
Subi,GABA Neu,1545.84517973901,17609.4838845515,Cell_46304,1002081,1.875
Subi,Glu Neu,1720.10018116379,17694.9016489711,Cell_46305,1002081,2.03125
Cortex,Glu Neu,3762.62144482807,18633.8451443313,Cell_46306,1002081,2.451171875
SL/R CA1,Olig,241.06245815312,17012.1832488152,Cell_46307,1002081,0.0
Subi,Glu Neu,525.302315288563,17148.0423803288,Cell_46308,1002081,2.203125
FT,GABA Neu,1930.56336428593,17792.5246408844,Cell_46309,1002081,1.9765625
CA1,Glu Neu,3334.14038997846,10224.7040475465,Cell_4631,1002081,0.0
Subi,GABA Neu,2095.27736334507,17860.364883469,Cell_46310,1002081,0.0
Cortex,Astr,2972.50453592615,18264.880010115,Cell_46311,1002081,1.9541015625
Cortex,Glu Neu,3038.57537610638,18293.5312592654,Cell_46312,1002081,2.017578125
Cortex,Unknown,3334.34812844157,18433.0293917836,Cell_46313,1002081,1.8330078125
Cortex,Astr,3473.76153479944,18493.6668565038,Cell_46314,1002081,2.03125
Cortex,Astr,4166.96075514376,18814.8830468088,Cell_46315,1002081,1.779296875
Cortex,Astr,4447.68072350367,18939.2265201558,Cell_46316,1002081,0.0
Midb,GABA Neu,-1098.52738443321,16404.4200929399,Cell_46317,1002081,0.0
Midb,Unknown,-818.374735165366,16525.2029274331,Cell_46318,1002081,0.0
Midb,Astr,-764.670531789732,16552.0331070782,Cell_46319,1002081,0.0
CA1,Glu Neu,4547.04234670236,10777.6659299356,Cell_4632,1002081,0.0
Subi,Glu Neu,668.160386277153,17217.9607009137,Cell_46320,1002081,2.212890625
Subi,Glu Neu,1842.46891071229,17754.3229753505,Cell_46321,1002081,2.01171875
Subi,Glu Neu,1975.25313430964,17817.4209148069,Cell_46322,1002081,0.0
Cortex,Glu Neu,4199.68352213206,18829.8903956962,Cell_46323,1002081,2.24609375
Ependymal,Epe,-110.556838681428,16855.3238528787,Cell_46324,1002081,0.0
Subi,Ery,1247.13709475359,17469.1896225008,Cell_46325,1002081,0.0
Cortex,Unknown,2887.47862625914,18224.785188937,Cell_46326,1002081,0.0
Cortex,Olig,2911.67905484275,18239.184468654,Cell_46327,1002081,1.87109375
Cortex,Glu Neu,3553.48409825803,18535.7300574708,Cell_46328,1002081,2.484375
Cortex,Glu Neu,3877.49277594472,18683.2270973859,Cell_46329,1002081,2.197265625
CA1,Glu Neu,4567.19004148485,10791.3066921926,Cell_4633,1002081,1.72265625
Cortex,Glu Neu,4022.28475265583,18744.130984619,Cell_46330,1002081,2.833984375
Cortex,Glu Neu,4222.7085624532,18849.2513749641,Cell_46331,1002081,2.802734375
Midb,Olig,-938.132541688003,16476.8803884178,Cell_46332,1002081,0.0
Ependymal,Epe,-189.370436390346,16813.6775227141,Cell_46333,1002081,0.0
FT,Olig,2410.49728011427,18012.632424567,Cell_46335,1002081,0.0
Cortex,Glu Neu,2816.38809941652,18199.8826390025,Cell_46336,1002081,1.927734375
Cortex,Glu Neu,3652.63658911741,18583.4037772374,Cell_46337,1002081,2.625
Cortex,GABA Neu,4095.64455586669,18783.276089969,Cell_46338,1002081,2.19140625
Cortex,Astr,4378.25767987077,18910.6881072227,Cell_46339,1002081,1.8623046875
CA1,Glu Neu,4744.36313852663,10870.3616963646,Cell_4634,1002081,0.0
Subi,Ery,720.38830481105,17240.8133709025,Cell_46341,1002081,1.72265625
Subi,Glu Neu,1265.61730632635,17486.4662477565,Cell_46342,1002081,1.9189453125
Subi,Olig,1357.78173073436,17532.5853205306,Cell_46343,1002081,0.0
Subi,Unknown,1376.5863519315,17539.5592879546,Cell_46344,1002081,1.8369140625
Subi,Glu Neu,1480.09247317127,17596.9307343884,Cell_46345,1002081,2.41796875
Subi,GABA Neu,1631.93050344533,17654.4651811355,Cell_46346,1002081,1.849609375
Cortex,Glu Neu,4308.9850845275,18886.6192988931,Cell_46347,1002081,2.365234375
Cortex,Glu Neu,4333.18551311111,18901.0185786101,Cell_46348,1002081,2.619140625
Midb,Astr,-1035.3166527584,16434.5100148596,Cell_46349,1002081,0.0
Cortex,Astr,5123.8939510883,11045.5226575296,Cell_4635,1002081,0.0
Midb,Olig,-858.826849031838,16519.8525551344,Cell_46350,1002081,1.8115234375
Midb,Olig,-414.000950783206,16720.5586094709,Cell_46351,1002081,0.0
Midb,Olig,-392.753091883072,16727.0028698753,Cell_46352,1002081,0.0
Subi,GABA Neu,272.678785011884,17060.7878563742,Cell_46353,1002081,0.0
Subi,Glu Neu,1564.70151203586,17637.9345213161,Cell_46354,1002081,2.091796875
Subi,Unknown,1686.69412086027,17686.1818361866,Cell_46355,1002081,1.8798828125
Cortex,Glu Neu,2707.12101108755,18157.471515366,Cell_46356,1002081,1.849609375
Cortex,Glu Neu,3161.60388592499,18365.9069165806,Cell_46357,1002081,1.8115234375
Cortex,GABA Neu,3421.00077123995,18481.5713272215,Cell_46358,1002081,2.26171875
Cortex,Unknown,3614.81891132192,18569.9103252641,Cell_46359,1002081,0.0
Cortex,Astr,6389.51592129336,11622.6630464596,Cell_4636,1002081,0.0
Subi,Glu Neu,801.095058164135,17285.5282449737,Cell_46360,1002081,2.5390625
Subi,Astr,1008.94731826042,17372.0524495229,Cell_46361,1002081,1.8291015625
Subi,GABA Neu,1301.85996209018,17512.9892548105,Cell_46362,1002081,1.787109375
FT,Olig,2358.98712896207,17997.8099980356,Cell_46363,1002081,0.0
Cortex,Glu Neu,2665.08291416806,18131.5910515489,Cell_46364,1002081,1.7705078125
Cortex,Astr,2678.94307284763,18144.5485204907,Cell_46365,1002081,0.0
Cortex,Unknown,3105.0223370107,18333.3565199247,Cell_46366,1002081,1.9013671875
Cortex,Astr,4466.31138336607,18960.9727500151,Cell_46367,1002081,0.0
Midb,Olig,-841.672474011179,16537.6212753374,Cell_46369,1002081,0.0
Cortex,Mic,7457.7763495958,12119.1906462193,Cell_4637,1002081,0.0
Ependymal,Epe,-134.381146540954,16852.0985846705,Cell_46370,1002081,0.0
Ependymal,Epe,-10.7618045851705,16908.7930138009,Cell_46371,1002081,0.0
Ependymal,Epe,8.89379525006461,16921.1079395058,Cell_46372,1002081,0.0
Subi,Astr,487.269926079973,17161.4041680492,Cell_46373,1002081,0.0
Subi,GABA Neu,962.815737461448,17357.4964455044,Cell_46374,1002081,0.0
Subi,Glu Neu,1080.14754331433,17413.5075813195,Cell_46375,1002081,2.12890625
Subi,Glu Neu,1874.43316024054,17773.3830580391,Cell_46376,1002081,1.8330078125
Subi,Glu Neu,2070.84498631513,17865.6619536656,Cell_46377,1002081,1.7705078125
FT,Olig,2481.28063436575,18054.9965221132,Cell_46378,1002081,0.0
FT,Olig,2583.7853286778,18102.5574056626,Cell_46379,1002081,0.0
Cortex,Glu Neu,2615.84517739004,18117.8108020237,Cell_46380,1002081,0.0
Cortex,Glu Neu,3342.92217794596,18455.1141302945,Cell_46381,1002081,1.9765625
Cortex,Glu Neu,4103.1012042202,18805.3984405523,Cell_46382,1002081,1.896484375
Midb,Unknown,-575.154310988457,16652.1510477941,Cell_46383,1002081,0.0
Subi,GABA Neu,737.693128121343,17263.051695709,Cell_46385,1002081,2.283203125
FT,Olig,2166.92893326787,17915.2288290763,Cell_46386,1002081,0.0
FT,Olig,2251.72917050044,17948.619243349,Cell_46387,1002081,0.0
Cortex,Ery,3433.95196416985,18494.1119253608,Cell_46389,1002081,0.0
CA1,Glu Neu,2933.70336517426,10039.9550579256,Cell_4639,1002081,0.0
Cortex,Glu Neu,3493.26041033317,18527.9129344241,Cell_46390,1002081,2.154296875
Midb,Glu Neu,-1302.17646243873,16323.1240104543,Cell_46391,1002081,0.0
Midb,GABA Neu,-922.570425732243,16500.5197739212,Cell_46392,1002081,0.0
Midb,Astr,-614.164614079661,16636.4604055915,Cell_46393,1002081,0.0
Midb,Olig,-438.433327813143,16725.8556796674,Cell_46394,1002081,0.0
Midb,Astr,-316.365494843911,16776.3377968397,Cell_46395,1002081,0.0
Subi,Ery,-111.964175390226,16879.9819023431,Cell_46396,1002081,0.0
Subi,Astr,499.735300074502,17146.2181728176,Cell_46399,1002081,0.0
Cortex,Astr,6450.51730670475,10271.0496287333,Cell_464,1002081,0.0
CA1,End,3045.01405743703,10089.9043300723,Cell_4640,1002081,0.0
Subi,Astr,546.7350965448,17173.2740248971,Cell_46400,1002081,2.025390625
Subi,Unknown,1155.51647639252,17445.8730556194,Cell_46402,1002081,1.82421875
Subi,GABA Neu,1758.7625615855,17740.1368160442,Cell_46403,1002081,1.7548828125
FT,Astr,2100.78286894282,17884.3427776241,Cell_46404,1002081,0.0
Cortex,Glu Neu,3007.30538091471,18301.743287073,Cell_46405,1002081,3.357421875
Cortex,Glu Neu,3854.68713204616,18696.9712818424,Cell_46406,1002081,2.26171875
Cortex,Glu Neu,4046.74532774035,18779.5524508017,Cell_46407,1002081,2.044921875
Cortex,Astr,4278.18994724984,18888.9982734726,Cell_46408,1002081,1.8330078125
Midb,Olig,-957.603219167135,16483.3528468768,Cell_46409,1002081,0.0
CA1,GABA Neu,3409.58454720147,10259.3043241482,Cell_4641,1002081,0.0
Midb,Ery,-230.847490229656,16817.7584545698,Cell_46410,1002081,0.0
Subi,Ery,-189.64313491502,16845.4568498862,Cell_46411,1002081,0.0
Ependymal,Epe,-159.456066807769,16851.6002137114,Cell_46412,1002081,0.0
Subi,Unknown,341.800932065522,17080.3870601002,Cell_46414,1002081,0.0
Subi,Astr,2017.17525700597,17853.1495535808,Cell_46415,1002081,1.8203125
Meni,Meninge,4617.30939602338,19046.7258850805,Cell_46416,1002081,0.0
Midb,Astr,-1460.67814953978,16253.7322588831,Cell_46417,1002081,0.0
Midb,Astr,-1174.6955850498,16388.1903296998,Cell_46418,1002081,0.0
Midb,Astr,-1028.27687520733,16457.5413311926,Cell_46419,1002081,0.0
PAN,Unknown,3531.72760431552,10312.0212436222,Cell_4642,1002081,0.0
Midb,GABA Neu,-980.25213876419,16475.1658791178,Cell_46420,1002081,0.0
Ependymal,Epe,53.6587894185832,16948.2390157302,Cell_46421,1002081,0.0
Subi,Unknown,1251.25877668765,17498.5836990815,Cell_46422,1002081,1.7265625
Cortex,Glu Neu,2951.51682352693,18279.4579361763,Cell_46423,1002081,1.7666015625
Cortex,Glu Neu,3037.94379389086,18321.2954647088,Cell_46424,1002081,2.71875
Cortex,Glu Neu,3394.82568685548,18488.269458115,Cell_46426,1002081,2.068359375
Cortex,Glu Neu,3973.11910201669,18745.7859158049,Cell_46427,1002081,0.0
Midb,Glu Neu,-1404.02137648067,16288.5174578408,Cell_46429,1002081,0.0
CA1,Glu Neu,3904.62923411667,10489.6426795235,Cell_4643,1002081,0.0
Ependymal,Epe,632.061902791076,17222.3080552823,Cell_46431,1002081,0.0
Subi,Glu Neu,1119.91008785369,17451.54624654,Cell_46432,1002081,2.048828125
Subi,Unknown,2043.53526374654,17865.2388068513,Cell_46433,1002081,0.0
FT,Unknown,2318.30934266115,17985.7552188317,Cell_46434,1002081,0.0
FT,Olig,2429.35361241112,18041.0830613316,Cell_46435,1002081,0.0
FT,Unknown,2532.82525958442,18084.1367282049,Cell_46436,1002081,0.0
FT,Olig,2640.72576128294,18139.1229240473,Cell_46437,1002081,1.7705078125
Cortex,Glu Neu,3256.43722047045,18418.2006892404,Cell_46438,1002081,2.1015625
Cortex,Astr,3299.65070565241,18439.1194535067,Cell_46439,1002081,1.7705078125
CA1,Glu Neu,4084.30355597303,10563.2438891974,Cell_4644,1002081,1.9453125
Cortex,Glu Neu,3560.25745329631,18564.1399441571,Cell_46440,1002081,2.712890625
Cortex,Glu Neu,3634.15010153277,18592.5279088006,Cell_46441,1002081,2.41796875
Cortex,Unknown,3797.42228981664,18670.7084212893,Cell_46442,1002081,0.0
Midb,Ery,-392.834592039765,16751.1688243924,Cell_46443,1002081,0.0
Subi,Ery,1621.09186258217,17678.098290627,Cell_46444,1002081,0.0
FT,Olig,1883.97416260619,17790.960579874,Cell_46445,1002081,0.0
FT,End,2141.62834056661,17908.0260512118,Cell_46446,1002081,0.0
Cortex,Astr,2738.55241559021,18187.2887387611,Cell_46447,1002081,0.0
Ependymal,Epe,-274.327397924418,16802.2182606568,Cell_46448,1002081,0.0
Subi,Glu Neu,863.08965149813,17332.6628437028,Cell_46449,1002081,1.994140625
CA1,Glu Neu,4696.26317793868,10850.5023461376,Cell_4645,1002081,1.794921875
Subi,Ery,1430.70115009769,17591.881258669,Cell_46450,1002081,0.0
FT,Olig,2116.89506695741,17904.3839122013,Cell_46451,1002081,0.0
Cortex,Glu Neu,2780.93215916732,18210.0254345267,Cell_46452,1002081,1.8291015625
Cortex,Glu Neu,2884.70470291989,18262.0183106072,Cell_46453,1002081,1.888671875
Cortex,Mic,3914.97976810396,18733.4239640098,Cell_46454,1002081,0.0
Cortex,Glu Neu,3993.64291752325,18770.6006895708,Cell_46455,1002081,2.0078125
Cortex,Glu Neu,3169.28620671295,18394.7336740693,Cell_46456,1002081,0.0
Cortex,Ery,3223.03116016693,18409.4808764558,Cell_46457,1002081,0.0
Cortex,Mic,3893.84788342699,18717.1315286486,Cell_46458,1002081,0.0
Cortex,GABA Neu,5087.87696775892,11025.704057381,Cell_4646,1002081,0.0
Cortex,Glu Neu,3083.50177958589,18358.6915866924,Cell_46463,1002081,2.71875
Cortex,Glu Neu,4236.26154854163,18879.6703915176,Cell_46464,1002081,2.2421875
Ependymal,Epe,-32.583258589244,16925.1888713615,Cell_46465,1002081,0.0
Subi,Astr,78.7274336735209,16975.1381435082,Cell_46466,1002081,1.7744140625
Subi,Glu Neu,609.071336536407,17217.2648555748,Cell_46467,1002081,2.138671875
Subi,Astr,920.163295359668,17366.5390769109,Cell_46468,1002081,0.0
Subi,Astr,2080.1947903128,17890.8528481555,Cell_46469,1002081,0.0
Cortex,GABA Neu,5302.20168631421,11131.6989394093,Cell_4647,1002081,0.0
FT,Olig,2381.4041001128,18025.6933157082,Cell_46470,1002081,0.0
FT,Unknown,2441.31747744059,18064.1723647762,Cell_46471,1002081,0.0
Cortex,Mic,3200.38224056987,18401.2939086969,Cell_46472,1002081,0.0
Cortex,SM,3681.03392377991,18629.4319358369,Cell_46473,1002081,0.0
Cortex,Glu Neu,4074.4656450995,18805.4673886852,Cell_46474,1002081,2.03515625
Midb,Mic,-1207.30865382681,16389.7355626744,Cell_46475,1002081,0.0
Midb,Astr,-659.844850009732,16635.3132153836,Cell_46476,1002081,0.0
Ependymal,Epe,-297.413563363075,16800.9817472768,Cell_46477,1002081,0.0
Ependymal,Epe,-77.8810977833555,16908.8149358436,Cell_46478,1002081,0.0
Subi,Glu Neu,771.092912412987,17298.1722653125,Cell_46479,1002081,2.29296875
